method,split,seed,episodes,success,fixture_correct,parameter_error,force_violation,damage,repeated_failure,path_efficiency,energy,calibration_brier,tail_risk
bayesian_fixture_belief,adhesive_tether_fixture,4,14,0.71429,1.00000,0.27120,0.00000,0.07143,0.28571,0.53859,1.81971,0.20006,0.28571
bayesian_fixture_belief,adhesive_tether_fixture,5,14,0.64286,1.00000,0.27120,0.00000,0.07143,0.35714,0.49431,1.83637,0.22427,0.35714
bayesian_fixture_belief,adhesive_tether_fixture,6,14,0.64286,1.00000,0.27120,0.14286,0.00000,0.35714,0.48574,1.94717,0.24568,0.35714
bayesian_fixture_belief,adhesive_tether_fixture,7,14,0.85714,1.00000,0.27120,0.14286,0.14286,0.14286,0.62717,1.92507,0.17712,0.14286
bayesian_fixture_belief,combined_fixture_stress,0,14,0.50000,0.85714,0.36383,0.14286,0.07143,0.50000,0.40505,2.07391,0.21629,0.50000
bayesian_fixture_belief,combined_fixture_stress,1,14,0.71429,0.92857,0.32831,0.07143,0.00000,0.28571,0.56717,1.92261,0.18457,0.28571
bayesian_fixture_belief,combined_fixture_stress,2,14,0.71429,0.92857,0.32831,0.14286,0.14286,0.28571,0.56717,1.99880,0.19012,0.28571
bayesian_fixture_belief,combined_fixture_stress,3,14,0.71429,0.85714,0.36383,0.14286,0.07143,0.28571,0.53790,2.01720,0.17170,0.28571
bayesian_fixture_belief,combined_fixture_stress,4,14,0.71429,0.92857,0.32831,0.07143,0.14286,0.28571,0.56717,1.92833,0.17399,0.28571
bayesian_fixture_belief,combined_fixture_stress,5,14,0.71429,0.85714,0.36383,0.07143,0.14286,0.28571,0.55505,1.94542,0.15972,0.28571
bayesian_fixture_belief,combined_fixture_stress,6,14,0.78571,0.85714,0.36383,0.14286,0.21429,0.21429,0.58219,2.02879,0.16898,0.21429
bayesian_fixture_belief,combined_fixture_stress,7,14,0.71429,0.92857,0.32831,0.14286,0.07143,0.28571,0.56717,2.01911,0.17963,0.28571
bayesian_fixture_belief,hidden_clamp_hinge,0,14,0.85714,0.92857,0.30380,0.14286,0.00000,0.14286,0.69248,1.89685,0.15446,0.14286
bayesian_fixture_belief,hidden_clamp_hinge,1,14,0.64286,0.78571,0.37860,0.14286,0.07143,0.35714,0.53500,1.92129,0.22343,0.35714
bayesian_fixture_belief,hidden_clamp_hinge,2,14,0.57143,0.85714,0.34120,0.21429,0.00000,0.42857,0.50302,1.99057,0.18325,0.42857
bayesian_fixture_belief,hidden_clamp_hinge,3,14,1.00000,1.00000,0.26640,0.07143,0.00000,0.00000,0.79336,1.78423,0.13474,0.00000
bayesian_fixture_belief,hidden_clamp_hinge,4,14,0.85714,1.00000,0.26640,0.00000,0.07143,0.14286,0.70479,1.77926,0.16135,0.14286
bayesian_fixture_belief,hidden_clamp_hinge,5,14,0.50000,0.92857,0.30380,0.07143,0.00000,0.50000,0.47105,1.88692,0.22141,0.50000
bayesian_fixture_belief,hidden_clamp_hinge,6,14,0.78571,0.85714,0.34120,0.14286,0.07143,0.21429,0.63588,1.88419,0.13866,0.21429
bayesian_fixture_belief,hidden_clamp_hinge,7,14,0.71429,0.92857,0.30380,0.00000,0.00000,0.28571,0.60391,1.78835,0.16970,0.28571
bayesian_fixture_belief,nominal_visible_fixture,0,14,0.78571,1.00000,0.24480,0.00000,0.00000,0.21429,0.62838,1.67612,0.18939,0.21429
bayesian_fixture_belief,nominal_visible_fixture,1,14,0.71429,1.00000,0.24480,0.00000,0.07143,0.28571,0.58409,1.65222,0.20427,0.28571
bayesian_fixture_belief,nominal_visible_fixture,2,14,0.92857,1.00000,0.24480,0.14286,0.07143,0.07143,0.69981,1.73335,0.14441,0.07143
bayesian_fixture_belief,nominal_visible_fixture,3,14,0.78571,0.92857,0.28374,0.07143,0.07143,0.21429,0.61591,1.67885,0.15375,0.21429
bayesian_fixture_belief,nominal_visible_fixture,4,14,0.78571,1.00000,0.24480,0.07143,0.07143,0.21429,0.62838,1.71858,0.18877,0.21429
bayesian_fixture_belief,nominal_visible_fixture,5,14,0.85714,1.00000,0.24480,0.14286,0.00000,0.14286,0.65552,1.72670,0.15869,0.14286
bayesian_fixture_belief,nominal_visible_fixture,6,14,0.78571,1.00000,0.24480,0.00000,0.00000,0.21429,0.62838,1.62723,0.19151,0.21429
bayesian_fixture_belief,nominal_visible_fixture,7,14,0.71429,1.00000,0.24480,0.00000,0.00000,0.28571,0.58409,1.65822,0.18443,0.28571
bayesian_fixture_belief,slot_axis_shift,0,14,0.78571,1.00000,0.27360,0.00000,0.07143,0.21429,0.65978,1.70463,0.18836,0.21429
bayesian_fixture_belief,slot_axis_shift,1,14,0.71429,1.00000,0.27360,0.07143,0.00000,0.28571,0.61550,1.79598,0.21402,0.28571
bayesian_fixture_belief,slot_axis_shift,2,14,0.92857,1.00000,0.27360,0.14286,0.07143,0.07143,0.74835,1.78036,0.14611,0.07143
bayesian_fixture_belief,slot_axis_shift,3,14,0.92857,1.00000,0.27360,0.00000,0.00000,0.07143,0.74835,1.73259,0.14987,0.07143
bayesian_fixture_belief,slot_axis_shift,4,14,0.85714,1.00000,0.27360,0.07143,0.07143,0.14286,0.70407,1.73605,0.15850,0.14286
bayesian_fixture_belief,slot_axis_shift,5,14,0.92857,1.00000,0.27360,0.00000,0.14286,0.07143,0.74835,1.67958,0.14393,0.07143
bayesian_fixture_belief,slot_axis_shift,6,14,0.78571,1.00000,0.27360,0.14286,0.07143,0.21429,0.65978,1.82242,0.18540,0.21429
bayesian_fixture_belief,slot_axis_shift,7,14,0.85714,1.00000,0.27360,0.14286,0.00000,0.14286,0.70407,1.82680,0.16793,0.14286
calibrated_prototype_system_id,adhesive_tether_fixture,0,14,0.85714,1.00000,0.20000,0.07143,0.00000,0.14286,0.62571,1.86187,0.13463,0.14286
calibrated_prototype_system_id,adhesive_tether_fixture,1,14,1.00000,1.00000,0.20000,0.14286,0.07143,0.00000,0.72286,1.87112,0.07360,0.00000
calibrated_prototype_system_id,adhesive_tether_fixture,2,14,1.00000,1.00000,0.20000,0.07143,0.00000,0.00000,0.72286,1.83946,0.08161,0.00000
calibrated_prototype_system_id,adhesive_tether_fixture,3,14,0.85714,1.00000,0.20000,0.00000,0.00000,0.14286,0.62571,1.78955,0.13365,0.14286
calibrated_prototype_system_id,adhesive_tether_fixture,4,14,0.64286,1.00000,0.20000,0.00000,0.00000,0.35714,0.50143,1.83271,0.25454,0.35714
calibrated_prototype_system_id,adhesive_tether_fixture,5,14,0.85714,0.92857,0.23857,0.21429,0.00000,0.14286,0.63900,1.93573,0.09447,0.14286
calibrated_prototype_system_id,adhesive_tether_fixture,6,14,0.71429,1.00000,0.20000,0.00000,0.07143,0.28571,0.53714,1.82918,0.23029,0.28571
calibrated_prototype_system_id,adhesive_tether_fixture,7,14,0.92857,1.00000,0.20000,0.07143,0.07143,0.07143,0.67857,1.85708,0.09626,0.07143
calibrated_prototype_system_id,combined_fixture_stress,0,14,1.00000,1.00000,0.20000,0.00000,0.07143,0.00000,0.74857,1.85368,0.10358,0.00000
calibrated_prototype_system_id,combined_fixture_stress,1,14,0.78571,1.00000,0.20000,0.07143,0.07143,0.21429,0.63286,1.89962,0.20766,0.21429
calibrated_prototype_system_id,combined_fixture_stress,2,14,0.64286,1.00000,0.20000,0.00000,0.07143,0.35714,0.54429,1.90681,0.22896,0.35714
calibrated_prototype_system_id,combined_fixture_stress,3,14,0.78571,0.92857,0.23857,0.00000,0.00000,0.21429,0.60329,1.89431,0.15476,0.21429
calibrated_prototype_system_id,combined_fixture_stress,4,14,0.71429,1.00000,0.20000,0.07143,0.00000,0.28571,0.58857,1.92084,0.19593,0.28571
calibrated_prototype_system_id,combined_fixture_stress,5,14,0.85714,0.92857,0.23857,0.14286,0.14286,0.14286,0.67329,1.95404,0.10728,0.14286
calibrated_prototype_system_id,combined_fixture_stress,6,14,0.57143,0.92857,0.23857,0.21429,0.00000,0.42857,0.47043,2.11791,0.23462,0.42857
calibrated_prototype_system_id,combined_fixture_stress,7,14,0.92857,1.00000,0.20000,0.14286,0.21429,0.07143,0.72143,1.96512,0.10901,0.07143
calibrated_prototype_system_id,hidden_clamp_hinge,0,14,0.85714,1.00000,0.20000,0.07143,0.14286,0.14286,0.71143,1.84022,0.14717,0.14286
calibrated_prototype_system_id,hidden_clamp_hinge,1,14,0.78571,1.00000,0.20000,0.07143,0.00000,0.21429,0.66714,1.82504,0.18161,0.21429
calibrated_prototype_system_id,hidden_clamp_hinge,2,14,0.85714,1.00000,0.20000,0.00000,0.00000,0.14286,0.71143,1.76763,0.12767,0.14286
calibrated_prototype_system_id,hidden_clamp_hinge,3,14,0.78571,1.00000,0.20000,0.07143,0.00000,0.21429,0.66714,1.82840,0.17113,0.21429
calibrated_prototype_system_id,hidden_clamp_hinge,4,14,0.92857,1.00000,0.20000,0.00000,0.00000,0.07143,0.75571,1.76143,0.09822,0.07143
calibrated_prototype_system_id,hidden_clamp_hinge,5,14,0.85714,1.00000,0.20000,0.07143,0.14286,0.14286,0.71143,1.80279,0.12585,0.14286
calibrated_prototype_system_id,hidden_clamp_hinge,6,14,0.78571,1.00000,0.20000,0.07143,0.07143,0.21429,0.66714,1.82325,0.17041,0.21429
calibrated_prototype_system_id,hidden_clamp_hinge,7,14,0.64286,1.00000,0.20000,0.00000,0.00000,0.35714,0.57857,1.79722,0.26170,0.35714
calibrated_prototype_system_id,nominal_visible_fixture,0,14,0.85714,1.00000,0.20000,0.00000,0.00000,0.14286,0.67714,1.65905,0.12236,0.14286
calibrated_prototype_system_id,nominal_visible_fixture,1,14,0.92857,1.00000,0.20000,0.00000,0.07143,0.07143,0.72143,1.60415,0.10300,0.07143
calibrated_prototype_system_id,nominal_visible_fixture,2,14,0.78571,1.00000,0.20000,0.07143,0.00000,0.21429,0.61571,1.71278,0.16927,0.21429
calibrated_prototype_system_id,nominal_visible_fixture,3,14,0.92857,1.00000,0.20000,0.14286,0.07143,0.07143,0.72143,1.69192,0.11375,0.07143
calibrated_prototype_system_id,nominal_visible_fixture,4,14,0.85714,1.00000,0.20000,0.14286,0.07143,0.14286,0.67714,1.75151,0.14285,0.14286
calibrated_prototype_system_id,nominal_visible_fixture,5,14,0.78571,1.00000,0.20000,0.00000,0.07143,0.21429,0.61571,1.64063,0.17617,0.21429
calibrated_prototype_system_id,nominal_visible_fixture,6,14,0.85714,1.00000,0.20000,0.07143,0.07143,0.14286,0.67714,1.66017,0.11577,0.14286
calibrated_prototype_system_id,nominal_visible_fixture,7,14,0.85714,1.00000,0.20000,0.07143,0.07143,0.14286,0.67714,1.67565,0.12058,0.14286
calibrated_prototype_system_id,slot_axis_shift,0,14,0.50000,1.00000,0.20000,0.07143,0.00000,0.50000,0.49000,1.81405,0.33506,0.50000
calibrated_prototype_system_id,slot_axis_shift,1,14,0.71429,1.00000,0.20000,0.07143,0.14286,0.28571,0.62286,1.79340,0.20677,0.28571
calibrated_prototype_system_id,slot_axis_shift,2,14,0.85714,1.00000,0.20000,0.07143,0.00000,0.14286,0.71143,1.74328,0.12527,0.14286
calibrated_prototype_system_id,slot_axis_shift,3,14,1.00000,1.00000,0.20000,0.14286,0.07143,0.00000,0.80000,1.81451,0.05143,0.00000
calibrated_prototype_system_id,slot_axis_shift,4,14,0.92857,1.00000,0.20000,0.00000,0.00000,0.07143,0.75571,1.66797,0.08497,0.07143
calibrated_prototype_system_id,slot_axis_shift,5,14,0.92857,1.00000,0.20000,0.14286,0.00000,0.07143,0.75571,1.77700,0.10197,0.07143
calibrated_prototype_system_id,slot_axis_shift,6,14,0.85714,1.00000,0.20000,0.07143,0.07143,0.14286,0.71143,1.75435,0.13546,0.14286
calibrated_prototype_system_id,slot_axis_shift,7,14,0.85714,1.00000,0.20000,0.07143,0.07143,0.14286,0.71143,1.77422,0.12270,0.14286
ensemble_uncertainty_planner,adhesive_tether_fixture,0,14,0.78571,1.00000,0.32880,0.00000,0.00000,0.21429,0.56855,1.83188,0.21073,0.21429
ensemble_uncertainty_planner,adhesive_tether_fixture,1,14,0.57143,1.00000,0.32040,0.00000,0.07143,0.42857,0.44510,1.86833,0.19788,0.42857
ensemble_uncertainty_planner,adhesive_tether_fixture,2,14,0.57143,1.00000,0.32934,0.00000,0.00000,0.42857,0.44421,1.88698,0.18352,0.42857
ensemble_uncertainty_planner,adhesive_tether_fixture,3,14,0.71429,1.00000,0.32843,0.07143,0.07143,0.28571,0.52430,1.87505,0.17107,0.28571
ensemble_uncertainty_planner,adhesive_tether_fixture,4,14,0.57143,1.00000,0.33332,0.00000,0.00000,0.42857,0.44381,1.85288,0.26706,0.42857
ensemble_uncertainty_planner,adhesive_tether_fixture,5,14,0.71429,0.92857,0.36557,0.14286,0.00000,0.28571,0.52959,1.92402,0.20194,0.28571
ensemble_uncertainty_planner,adhesive_tether_fixture,6,14,0.71429,1.00000,0.33582,0.07143,0.14286,0.28571,0.52356,1.88394,0.14932,0.28571
ensemble_uncertainty_planner,adhesive_tether_fixture,7,14,0.85714,1.00000,0.32192,0.00000,0.14286,0.14286,0.62209,1.82685,0.19129,0.14286
ensemble_uncertainty_planner,combined_fixture_stress,0,14,0.42857,1.00000,0.34221,0.21429,0.21429,0.57143,0.36292,2.13866,0.19776,0.57143
ensemble_uncertainty_planner,combined_fixture_stress,1,14,0.71429,1.00000,0.34026,0.00000,0.14286,0.28571,0.56597,1.87303,0.23155,0.28571
ensemble_uncertainty_planner,combined_fixture_stress,2,14,0.78571,1.00000,0.34293,0.07143,0.14286,0.21429,0.61856,1.93081,0.26438,0.21429
ensemble_uncertainty_planner,combined_fixture_stress,3,14,0.57143,0.92857,0.38990,0.42857,0.28571,0.42857,0.43858,2.25196,0.25546,0.42857
ensemble_uncertainty_planner,combined_fixture_stress,4,14,0.71429,1.00000,0.34261,0.07143,0.00000,0.28571,0.56574,1.92883,0.22910,0.28571
ensemble_uncertainty_planner,combined_fixture_stress,5,14,0.50000,0.92857,0.38056,0.28571,0.14286,0.50000,0.41237,2.14536,0.20479,0.50000
ensemble_uncertainty_planner,combined_fixture_stress,6,14,0.50000,1.00000,0.34519,0.14286,0.00000,0.50000,0.41548,2.08714,0.21770,0.50000
ensemble_uncertainty_planner,combined_fixture_stress,7,14,0.71429,0.92857,0.36845,0.07143,0.07143,0.28571,0.55501,1.97337,0.15113,0.28571
ensemble_uncertainty_planner,hidden_clamp_hinge,0,14,0.78571,1.00000,0.31834,0.00000,0.00000,0.21429,0.65531,1.80986,0.19231,0.21429
ensemble_uncertainty_planner,hidden_clamp_hinge,1,14,0.71429,1.00000,0.32719,0.07143,0.00000,0.28571,0.60157,1.84799,0.18669,0.28571
ensemble_uncertainty_planner,hidden_clamp_hinge,2,14,0.85714,1.00000,0.31711,0.00000,0.00000,0.14286,0.69972,1.77173,0.14670,0.14286
ensemble_uncertainty_planner,hidden_clamp_hinge,3,14,0.57143,1.00000,0.31826,0.00000,0.00000,0.42857,0.52246,1.82904,0.23539,0.42857
ensemble_uncertainty_planner,hidden_clamp_hinge,4,14,0.64286,1.00000,0.32022,0.00000,0.00000,0.35714,0.56655,1.82764,0.21346,0.35714
ensemble_uncertainty_planner,hidden_clamp_hinge,5,14,0.85714,1.00000,0.32412,0.00000,0.00000,0.14286,0.69902,1.75713,0.17934,0.14286
ensemble_uncertainty_planner,hidden_clamp_hinge,6,14,0.92857,1.00000,0.31258,0.00000,0.00000,0.07143,0.74446,1.74619,0.14061,0.07143
ensemble_uncertainty_planner,hidden_clamp_hinge,7,14,0.78571,1.00000,0.32275,0.00000,0.00000,0.21429,0.65487,1.77051,0.18958,0.21429
ensemble_uncertainty_planner,nominal_visible_fixture,0,14,0.78571,1.00000,0.31610,0.00000,0.00000,0.21429,0.62125,1.67862,0.16872,0.21429
ensemble_uncertainty_planner,nominal_visible_fixture,1,14,0.64286,1.00000,0.32048,0.00000,0.00000,0.35714,0.53224,1.67037,0.23944,0.35714
ensemble_uncertainty_planner,nominal_visible_fixture,2,14,0.64286,1.00000,0.32359,0.00000,0.00000,0.35714,0.51478,1.69811,0.18842,0.35714
ensemble_uncertainty_planner,nominal_visible_fixture,3,14,0.71429,1.00000,0.32109,0.00000,0.00000,0.28571,0.57646,1.64266,0.19415,0.28571
ensemble_uncertainty_planner,nominal_visible_fixture,4,14,0.71429,1.00000,0.33001,0.14286,0.00000,0.28571,0.55843,1.79306,0.14762,0.28571
ensemble_uncertainty_planner,nominal_visible_fixture,5,14,0.85714,1.00000,0.32373,0.00000,0.07143,0.14286,0.64763,1.62946,0.13618,0.14286
ensemble_uncertainty_planner,nominal_visible_fixture,6,14,0.92857,1.00000,0.31549,0.00000,0.00000,0.07143,0.70988,1.59871,0.13648,0.07143
ensemble_uncertainty_planner,nominal_visible_fixture,7,14,0.78571,1.00000,0.31671,0.00000,0.00000,0.21429,0.62118,1.64524,0.19240,0.21429
ensemble_uncertainty_planner,slot_axis_shift,0,14,0.71429,1.00000,0.31577,0.00000,0.00000,0.28571,0.61128,1.72160,0.21170,0.28571
ensemble_uncertainty_planner,slot_axis_shift,1,14,0.57143,1.00000,0.31486,0.00000,0.00000,0.42857,0.52280,1.77843,0.23861,0.42857
ensemble_uncertainty_planner,slot_axis_shift,2,14,0.57143,1.00000,0.31817,0.00000,0.00000,0.42857,0.52247,1.75942,0.25076,0.42857
ensemble_uncertainty_planner,slot_axis_shift,3,14,0.71429,1.00000,0.31301,0.00000,0.00000,0.28571,0.61156,1.78047,0.20094,0.28571
ensemble_uncertainty_planner,slot_axis_shift,4,14,0.71429,1.00000,0.31016,0.00000,0.00000,0.28571,0.61184,1.71833,0.21210,0.28571
ensemble_uncertainty_planner,slot_axis_shift,5,14,0.85714,1.00000,0.31482,0.00000,0.07143,0.14286,0.69995,1.69652,0.16850,0.14286
ensemble_uncertainty_planner,slot_axis_shift,6,14,0.92857,1.00000,0.31301,0.00000,0.00000,0.07143,0.74441,1.69280,0.13159,0.07143
ensemble_uncertainty_planner,slot_axis_shift,7,14,0.92857,1.00000,0.31425,0.00000,0.00000,0.07143,0.74429,1.71272,0.15012,0.07143
force_threshold_heuristic,adhesive_tether_fixture,0,14,0.50000,0.64286,0.54643,0.21429,0.21429,0.50000,0.38679,2.04549,0.14456,0.50000
force_threshold_heuristic,adhesive_tether_fixture,1,14,0.42857,0.57143,0.58571,0.42857,0.28571,0.57143,0.34714,2.20262,0.11738,0.57143
force_threshold_heuristic,adhesive_tether_fixture,2,14,0.42857,0.57143,0.58571,0.28571,0.35714,0.57143,0.35571,2.11796,0.20891,0.57143
force_threshold_heuristic,adhesive_tether_fixture,3,14,0.42857,0.71429,0.50714,0.28571,0.14286,0.57143,0.33786,2.09030,0.17376,0.57143
force_threshold_heuristic,adhesive_tether_fixture,4,14,0.28571,0.42857,0.66429,0.28571,0.50000,0.71429,0.25929,2.11746,0.10004,0.71429
force_threshold_heuristic,adhesive_tether_fixture,5,14,0.28571,0.50000,0.62500,0.42857,0.21429,0.71429,0.25464,2.22025,0.12355,0.71429
force_threshold_heuristic,adhesive_tether_fixture,6,14,0.64286,0.64286,0.54643,0.21429,0.21429,0.35714,0.48393,1.99781,0.10375,0.35714
force_threshold_heuristic,adhesive_tether_fixture,7,14,0.50000,0.57143,0.58571,0.42857,0.21429,0.50000,0.38286,2.21058,0.10882,0.50000
force_threshold_heuristic,combined_fixture_stress,0,14,0.42857,0.50000,0.62500,0.21429,0.28571,0.57143,0.35321,2.14206,0.09333,0.57143
force_threshold_heuristic,combined_fixture_stress,1,14,0.35714,0.35714,0.70357,0.42857,0.28571,0.64286,0.31036,2.26250,0.05431,0.64286
force_threshold_heuristic,combined_fixture_stress,2,14,0.28571,0.50000,0.62500,0.42857,0.35714,0.71429,0.27321,2.30169,0.12695,0.71429
force_threshold_heuristic,combined_fixture_stress,3,14,0.57143,0.57143,0.58571,0.50000,0.21429,0.42857,0.44571,2.29946,0.09019,0.42857
force_threshold_heuristic,combined_fixture_stress,4,14,0.21429,0.42857,0.66429,0.57143,0.21429,0.78571,0.22571,2.39784,0.11105,0.78571
force_threshold_heuristic,combined_fixture_stress,5,14,0.35714,0.50000,0.62500,0.28571,0.14286,0.64286,0.31750,2.17856,0.09644,0.64286
force_threshold_heuristic,combined_fixture_stress,6,14,0.50000,0.57143,0.58571,0.28571,0.21429,0.50000,0.38429,2.19806,0.11308,0.50000
force_threshold_heuristic,combined_fixture_stress,7,14,0.28571,0.42857,0.66429,0.50000,0.42857,0.71429,0.26071,2.37637,0.09876,0.71429
force_threshold_heuristic,hidden_clamp_hinge,0,14,0.07143,0.14286,0.82143,0.71429,0.64286,0.92857,0.13071,2.49347,0.03979,0.92857
force_threshold_heuristic,hidden_clamp_hinge,1,14,0.07143,0.07143,0.86071,0.71429,0.35714,0.92857,0.11893,2.46692,0.00881,0.92857
force_threshold_heuristic,hidden_clamp_hinge,2,14,0.07143,0.07143,0.86071,0.64286,0.35714,0.92857,0.11893,2.42500,0.00879,0.92857
