force_x,force_y,contact_x,contact_y,disp_x,disp_y,rotation,resistance,slip,release_cue,recoil,torque,seed,scenario,split,layout_id,probe,fixture_type,visible_hint,stress_level
-0.328119,-0.650341,0.332259,-0.171275,-0.007471,0.007152,-0.000241,1.281706,0.086334,0.000000,0.618847,-0.228091,0,4,nominal_visible_fixture,nominal_visible_fixture_0_4_suction,7,suction,suction,0.00
0.371526,-0.821540,0.233740,0.232633,-0.000125,-0.004084,0.005454,1.307107,0.000000,0.000000,0.614498,-0.218081,0,4,nominal_visible_fixture,nominal_visible_fixture_0_4_suction,8,suction,suction,0.00
1.025356,-0.556610,0.226807,0.235663,0.015418,-0.000897,0.005270,1.291839,0.075470,0.004564,0.624063,-0.322496,0,4,nominal_visible_fixture,nominal_visible_fixture_0_4_suction,9,suction,suction,0.00
0.853795,-0.052612,-0.167313,0.256823,0.014625,0.005404,0.008267,0.949098,0.168752,0.001977,0.773571,-0.095551,0,5,nominal_visible_fixture,nominal_visible_fixture_0_5_tether,0,tether,unknown,0.00
0.694253,0.570128,-0.210047,0.242469,0.014121,0.039073,-0.006822,0.665618,0.112223,0.001757,0.464551,-0.087874,0,5,nominal_visible_fixture,nominal_visible_fixture_0_5_tether,1,tether,unknown,0.00
0.315640,0.971908,-0.259572,0.220124,0.040134,0.043103,0.005012,0.555060,0.139214,0.000000,0.369007,-0.106581,0,5,nominal_visible_fixture,nominal_visible_fixture_0_5_tether,2,tether,unknown,0.00
-0.352493,0.982785,-0.410256,-0.059963,-0.014976,0.050911,-0.007314,0.539076,0.095312,0.000000,0.342229,-0.304359,0,5,nominal_visible_fixture,nominal_visible_fixture_0_5_tether,3,tether,unknown,0.00
-0.614819,0.483768,-0.180854,-0.252711,-0.042365,0.027663,-0.007537,0.528222,0.079376,0.000000,0.362985,-0.247946,0,5,nominal_visible_fixture,nominal_visible_fixture_0_5_tether,4,tether,unknown,0.00
-1.080599,0.068545,-0.143970,-0.263036,-0.068357,0.002388,-0.004240,0.559733,0.089860,0.000000,0.352431,-0.439212,0,5,nominal_visible_fixture,nominal_visible_fixture_0_5_tether,5,tether,unknown,0.00
-0.744211,-0.759347,0.332150,-0.171369,-0.038118,-0.063264,-0.005299,0.550973,0.026300,0.006753,0.355552,-0.620188,0,5,nominal_visible_fixture,nominal_visible_fixture_0_5_tether,6,tether,unknown,0.00
-0.260833,-0.715803,0.347237,-0.157518,-0.046589,-0.043119,-0.007107,0.715466,0.117781,0.008243,0.511006,-0.452239,0,5,nominal_visible_fixture,nominal_visible_fixture_0_5_tether,7,tether,unknown,0.00
0.234198,-0.791648,0.414486,0.045223,0.019616,-0.011518,-0.007641,0.979134,0.107598,0.003028,0.787872,-0.442585,0,5,nominal_visible_fixture,nominal_visible_fixture_0_5_tether,8,tether,unknown,0.00
0.922266,-0.722179,0.416548,-0.035823,0.025656,-0.011090,-0.021121,1.210754,0.159247,0.000000,1.092910,-0.259550,0,5,nominal_visible_fixture,nominal_visible_fixture_0_5_tether,9,tether,unknown,0.00
0.842589,-0.115672,0.307495,0.190726,0.091927,0.002929,-0.006505,0.217204,0.221237,0.000000,0.001587,-0.100657,0,6,nominal_visible_fixture,nominal_visible_fixture_0_6_free,0,free,free,0.00
0.886898,0.530510,-0.413964,0.047299,0.100160,0.041132,-0.001681,0.239861,0.242230,0.000607,0.000931,-0.096176,0,6,nominal_visible_fixture,nominal_visible_fixture_0_6_free,1,free,free,0.00
0.242626,1.124734,-0.419953,0.004205,0.007865,0.118344,-0.015779,0.218797,0.067019,0.008219,0.004340,-0.330879,0,6,nominal_visible_fixture,nominal_visible_fixture_0_6_free,2,free,free,0.00
-0.122923,0.841246,-0.403974,0.076608,-0.024416,0.069999,-0.008614,0.203497,0.234772,0.000000,0.004612,-0.262549,0,6,nominal_visible_fixture,nominal_visible_fixture_0_6_free,3,free,free,0.00
-0.819768,0.580224,-0.199100,-0.246540,-0.103951,0.024254,-0.028435,0.227194,0.134392,0.000000,0.000000,-0.364232,0,6,nominal_visible_fixture,nominal_visible_fixture_0_6_free,4,free,free,0.00
-0.784482,-0.001313,0.402962,-0.078941,-0.089852,-0.006579,0.003886,0.233657,0.195306,0.000000,0.001144,-0.162298,0,6,nominal_visible_fixture,nominal_visible_fixture_0_6_free,5,free,free,0.00
-0.644593,-0.540233,0.415207,-0.042179,-0.047731,-0.034438,-0.005508,0.236782,0.200683,0.000000,0.000000,-0.387049,0,6,nominal_visible_fixture,nominal_visible_fixture_0_6_free,6,free,free,0.00
-0.369778,-0.839170,0.416211,0.037524,-0.003857,-0.092211,-0.002386,0.170499,0.145631,0.000000,0.001154,-0.465691,0,6,nominal_visible_fixture,nominal_visible_fixture_0_6_free,7,free,free,0.00
0.324988,-1.064145,0.419998,-0.000755,0.028528,-0.110466,-0.017018,0.227088,0.267831,0.003281,0.002111,-0.511010,0,6,nominal_visible_fixture,nominal_visible_fixture_0_6_free,8,free,free,0.00
0.610939,-0.439832,0.165311,0.257399,0.079951,-0.046029,-0.008431,0.224771,0.087562,0.006487,0.018022,-0.195968,0,6,nominal_visible_fixture,nominal_visible_fixture_0_6_free,9,free,free,0.00
0.922187,-0.319467,0.213578,0.241094,0.000866,-0.016378,-0.004526,1.095081,0.091639,0.665525,0.749873,-0.392991,0,7,nominal_visible_fixture,nominal_visible_fixture_0_7_clamp,0,clamp,unknown,0.00
0.737719,0.633710,-0.034131,0.279074,-0.002063,0.024529,0.001411,1.050005,0.056000,0.848276,0.752546,0.010693,0,7,nominal_visible_fixture,nominal_visible_fixture_0_7_clamp,1,clamp,unknown,0.00
0.243599,0.811484,-0.231562,0.233599,-0.019813,0.024063,0.001425,1.127636,0.128451,0.336915,0.750016,0.050644,0,7,nominal_visible_fixture,nominal_visible_fixture_0_7_clamp,2,clamp,unknown,0.00
-0.311991,0.939889,-0.419070,-0.018622,-0.035071,0.022483,0.002007,1.182037,0.148074,0.029260,0.760948,-0.065586,0,7,nominal_visible_fixture,nominal_visible_fixture_0_7_clamp,3,clamp,unknown,0.00
-0.780159,0.644852,-0.049041,-0.278085,-0.000348,0.015092,-0.000733,1.177482,0.061478,0.000000,0.747098,-0.027072,0,7,nominal_visible_fixture,nominal_visible_fixture_0_7_clamp,4,clamp,unknown,0.00
-1.014957,-0.009997,0.067836,-0.276324,0.021935,-0.002999,-0.003276,1.190890,0.071667,0.008571,0.754961,-0.298582,0,7,nominal_visible_fixture,nominal_visible_fixture_0_7_clamp,5,clamp,unknown,0.00
-0.842365,-0.360037,0.257721,-0.221088,0.001736,-0.022207,-0.007013,1.188131,0.000000,0.000000,0.752278,-0.420132,0,7,nominal_visible_fixture,nominal_visible_fixture_0_7_clamp,6,clamp,unknown,0.00
-0.272451,-1.047097,0.410658,-0.058726,-0.024627,-0.018564,-0.009371,1.184764,0.042574,0.000006,0.746413,-0.826671,0,7,nominal_visible_fixture,nominal_visible_fixture_0_7_clamp,7,clamp,unknown,0.00
0.405670,-1.009884,0.419994,0.001524,0.009277,0.002323,0.005090,1.186982,0.030730,0.023708,0.753123,-0.782787,0,7,nominal_visible_fixture,nominal_visible_fixture_0_7_clamp,8,clamp,unknown,0.00
0.727818,-0.525840,0.311873,0.187540,0.002178,-0.020375,-0.004566,1.166808,0.000000,0.303380,0.759814,-0.479862,0,7,nominal_visible_fixture,nominal_visible_fixture_0_7_clamp,9,clamp,unknown,0.00
0.830001,0.026089,-0.058591,0.277262,0.013757,-0.011972,-0.022589,0.914434,0.073550,0.000000,0.000000,-0.140881,0,8,nominal_visible_fixture,nominal_visible_fixture_0_8_hinge,0,hinge,unknown,0.00
0.679651,0.391774,-0.343308,0.161299,-0.007706,0.015532,0.004663,0.920978,0.154056,0.000000,0.000000,-0.029039,0,8,nominal_visible_fixture,nominal_visible_fixture_0_8_hinge,1,hinge,unknown,0.00
0.098871,1.144877,-0.413438,0.049301,-0.008754,-0.018930,0.001925,1.098478,0.141522,0.000000,0.000000,-0.033525,0,8,nominal_visible_fixture,nominal_visible_fixture_0_8_hinge,2,hinge,unknown,0.00
-0.285501,0.973446,-0.412972,-0.051009,-0.023272,-0.013926,-0.000420,1.046196,0.147861,0.014034,0.000000,-0.074474,0,8,nominal_visible_fixture,nominal_visible_fixture_0_8_hinge,3,hinge,unknown,0.00
-0.705142,0.447137,-0.163270,-0.257978,-0.023421,-0.019750,-0.021980,0.933506,0.100056,0.002565,0.001127,-0.153700,0,8,nominal_visible_fixture,nominal_visible_fixture_0_8_hinge,4,hinge,unknown,0.00
-0.816868,-0.053676,-0.086345,-0.274019,-0.020203,-0.030036,-0.036010,0.777484,0.063017,0.000000,0.000000,-0.319181,0,8,nominal_visible_fixture,nominal_visible_fixture_0_8_hinge,5,hinge,unknown,0.00
-0.520815,-0.507928,0.409112,-0.063343,-0.018264,-0.035889,-0.057382,0.737173,0.075047,0.000000,0.015071,-0.484541,0,8,nominal_visible_fixture,nominal_visible_fixture_0_8_hinge,6,hinge,unknown,0.00
-0.234041,-0.758668,0.409211,0.063057,-0.000899,-0.058865,-0.060819,0.667120,0.000000,0.000000,0.000000,-0.606792,0,8,nominal_visible_fixture,nominal_visible_fixture_0_8_hinge,7,hinge,unknown,0.00
0.326602,-0.709690,0.339062,0.165243,0.028203,-0.058453,-0.044361,0.671077,0.034511,0.012825,0.000000,-0.532461,0,8,nominal_visible_fixture,nominal_visible_fixture_0_8_hinge,8,hinge,unknown,0.00
0.686544,-0.584194,0.409467,0.062314,0.016770,-0.043017,-0.049897,0.909719,0.012236,0.000941,0.000000,-0.437098,0,8,nominal_visible_fixture,nominal_visible_fixture_0_8_hinge,9,hinge,unknown,0.00
0.719902,-0.067698,0.158304,0.259350,-0.000739,-0.001915,0.002127,2.134906,0.098041,0.000000,0.000690,-0.136270,0,9,nominal_visible_fixture,nominal_visible_fixture_0_9_slot,0,slot,unknown,0.00
0.704563,0.399065,-0.186995,0.250717,0.020543,0.055175,-0.004287,1.119822,0.147515,0.000000,0.000000,-0.340297,0,9,nominal_visible_fixture,nominal_visible_fixture_0_9_slot,1,slot,unknown,0.00
0.496954,0.978903,-0.375805,0.125025,0.025564,0.112006,-0.001218,0.629346,0.117331,0.001898,0.003325,-0.715942,0,9,nominal_visible_fixture,nominal_visible_fixture_0_9_slot,2,slot,unknown,0.00
-0.413746,0.924959,-0.283405,-0.206647,0.013337,0.088663,-0.004160,0.619367,0.057023,0.000000,0.000000,-0.666272,0,9,nominal_visible_fixture,nominal_visible_fixture_0_9_slot,3,slot,unknown,0.00
-0.757378,0.512347,-0.210337,-0.242357,0.007282,0.076206,0.000711,1.073265,0.094380,0.000000,0.002552,-0.496794,0,9,nominal_visible_fixture,nominal_visible_fixture_0_9_slot,4,slot,unknown,0.00
-0.833637,0.111589,0.051401,-0.277895,-0.018821,0.010408,-0.001856,2.139666,0.127347,0.000000,0.003324,-0.307363,0,9,nominal_visible_fixture,nominal_visible_fixture_0_9_slot,5,slot,unknown,0.00
-0.991855,-0.574025,-0.069223,-0.276171,-0.013263,-0.078571,-0.000826,1.168041,0.074028,0.005059,0.007540,-0.104941,0,9,nominal_visible_fixture,nominal_visible_fixture_0_9_slot,6,slot,unknown,0.00
-0.410229,-1.037827,0.169574,-0.256164,-0.014889,-0.134679,-0.006785,0.536312,0.091350,0.000000,0.003095,0.028469,0,9,nominal_visible_fixture,nominal_visible_fixture_0_9_slot,7,slot,unknown,0.00
0.232113,-1.018723,0.417058,0.033081,-0.002631,-0.131700,0.005127,0.449301,0.136124,0.000000,0.011002,-0.093876,0,9,nominal_visible_fixture,nominal_visible_fixture_0_9_slot,8,slot,unknown,0.00
0.829844,-0.669142,0.155072,0.260216,-0.037540,-0.088275,0.008699,1.013611,0.113942,0.000000,0.000246,-0.060091,0,9,nominal_visible_fixture,nominal_visible_fixture_0_9_slot,9,slot,unknown,0.00
0.807480,0.029379,-0.121188,0.268091,0.018218,0.042421,-0.004449,0.984768,0.034289,0.000000,0.000000,-0.078474,0,1000,hidden_clamp_hinge,hidden_clamp_hinge_0_1000_hinge,0,hinge,unknown,0.00
0.622971,0.477978,-0.246515,0.226697,0.011240,0.019948,0.003996,1.020147,0.000000,0.001431,0.018395,0.023182,0,1000,hidden_clamp_hinge,hidden_clamp_hinge_0_1000_hinge,1,hinge,unknown,0.00
0.248497,0.786541,-0.410821,0.058220,0.002315,-0.019581,-0.002946,1.019154,0.032850,0.015245,0.000000,0.001421,0,1000,hidden_clamp_hinge,hidden_clamp_hinge_0_1000_hinge,2,hinge,unknown,0.00
-0.162664,0.846677,-0.419994,0.001466,-0.005399,0.020366,-0.003152,1.023071,0.061656,0.000000,0.000000,-0.059893,0,1000,hidden_clamp_hinge,hidden_clamp_hinge_0_1000_hinge,3,hinge,unknown,0.00
-0.754053,0.547214,0.012904,-0.279868,-0.003944,0.012733,-0.011084,1.092276,0.064992,0.012305,0.008782,-0.117806,0,1000,hidden_clamp_hinge,hidden_clamp_hinge_0_1000_hinge,4,hinge,unknown,0.00
-0.910052,0.102901,-0.142426,-0.263409,0.028108,-0.001324,-0.033859,0.859593,0.000000,0.001781,0.000324,-0.362234,0,1000,hidden_clamp_hinge,hidden_clamp_hinge_0_1000_hinge,5,hinge,unknown,0.00
-0.748307,-0.535968,-0.049953,-0.278013,0.013284,-0.011291,-0.044280,0.630496,0.183613,0.012579,0.000000,-0.505778,0,1000,hidden_clamp_hinge,hidden_clamp_hinge_0_1000_hinge,6,hinge,unknown,0.00
-0.448599,-1.043637,0.318365,-0.182628,-0.023310,-0.052711,-0.067004,0.609364,0.061571,0.011521,0.009238,-0.883210,0,1000,hidden_clamp_hinge,hidden_clamp_hinge_0_1000_hinge,7,hinge,unknown,0.00
0.402415,-1.000705,0.376978,0.123446,0.035828,-0.025995,-0.043559,0.820384,0.134568,0.010214,0.019506,-0.742202,0,1000,hidden_clamp_hinge,hidden_clamp_hinge_0_1000_hinge,8,hinge,unknown,0.00
0.552421,-0.585904,0.253146,0.223425,0.007817,0.031782,-0.046518,0.864666,0.080195,0.003378,0.000000,-0.405176,0,1000,hidden_clamp_hinge,hidden_clamp_hinge_0_1000_hinge,9,hinge,unknown,0.00
1.156405,-0.042538,-0.189063,0.250027,0.113542,-0.058881,0.006421,0.199289,0.192462,0.000593,0.001571,-0.159660,0,1001,hidden_clamp_hinge,hidden_clamp_hinge_0_1001_free,0,free,tether,0.00
0.706013,0.681967,-0.142499,0.263392,0.086022,0.055928,-0.004439,0.187047,0.198315,0.000000,0.000000,-0.345193,0,1001,hidden_clamp_hinge,hidden_clamp_hinge_0_1001_free,1,free,tether,0.00
0.246686,0.750086,-0.347348,0.157409,0.036925,0.101836,-0.023485,0.258256,0.208240,0.000000,0.013136,-0.419514,0,1001,hidden_clamp_hinge,hidden_clamp_hinge_0_1001_free,2,free,tether,0.00
-0.421104,0.653641,-0.203203,-0.245048,-0.047019,0.093575,-0.024384,0.233498,0.128293,0.000000,0.009828,-0.402998,0,1001,hidden_clamp_hinge,hidden_clamp_hinge_0_1001_free,3,free,tether,0.00
-0.795882,0.747361,-0.080089,-0.274862,-0.081129,0.065822,-0.024938,0.225349,0.163855,0.000000,0.020221,-0.500331,0,1001,hidden_clamp_hinge,hidden_clamp_hinge_0_1001_free,4,free,tether,0.00
-1.037383,0.112141,0.256215,-0.221864,-0.087106,-0.030970,-0.005218,0.165185,0.209691,0.000000,0.000000,-0.324591,0,1001,hidden_clamp_hinge,hidden_clamp_hinge_0_1001_free,5,free,tether,0.00
-0.609886,-0.402811,-0.100031,-0.271943,-0.025055,-0.032513,-0.011586,0.213276,0.161684,0.000000,0.000000,-0.107794,0,1001,hidden_clamp_hinge,hidden_clamp_hinge_0_1001_free,6,free,tether,0.00
-0.222347,-0.726465,0.382071,0.116279,-0.018227,-0.078154,-0.013716,0.193645,0.217297,0.000520,0.000000,-0.133725,0,1001,hidden_clamp_hinge,hidden_clamp_hinge_0_1001_free,7,free,tether,0.00
0.260577,-0.921128,0.398550,0.088337,-0.037401,-0.092052,0.001235,0.231904,0.152393,0.000000,0.000000,-0.187411,0,1001,hidden_clamp_hinge,hidden_clamp_hinge_0_1001_free,8,free,tether,0.00
0.637380,-0.442241,0.382836,0.115156,0.119459,-0.040378,-0.020387,0.147361,0.097880,0.008973,0.000000,-0.095207,0,1001,hidden_clamp_hinge,hidden_clamp_hinge_0_1001_free,9,free,tether,0.00
0.988426,0.082876,-0.220911,0.238139,0.012965,-0.001846,0.001620,1.302447,0.066237,0.034113,0.881233,-0.416692,0,1002,hidden_clamp_hinge,hidden_clamp_hinge_0_1002_clamp,0,clamp,unknown,0.00
0.759093,0.511910,-0.327094,0.175638,0.046802,0.020491,0.008010,1.286704,0.063248,0.237784,0.886541,-0.264575,0,1002,hidden_clamp_hinge,hidden_clamp_hinge_0_1002_clamp,1,clamp,unknown,0.00
0.110501,0.887027,-0.347043,-0.157707,0.034771,-0.049470,0.015730,1.221066,0.094258,0.729070,0.886271,0.007361,0,1002,hidden_clamp_hinge,hidden_clamp_hinge_0_1002_clamp,2,clamp,unknown,0.00
-0.238701,0.742914,-0.382870,-0.115105,-0.019393,0.023946,-0.004976,1.255804,0.020362,0.499545,0.894463,0.002103,0,1002,hidden_clamp_hinge,hidden_clamp_hinge_0_1002_clamp,3,clamp,unknown,0.00
